question,source,sql
What are the names of all the dorms that don't have any amenities ?,spider,SELECT DORMalias0.DORM_NAME FROM DORM AS DORMalias0 WHERE DORMID NOT IN ( SELECT DORMID FROM HAS_AMENITY AS HAS_AMENITYalias0 ) ;
Find the number of distinct gender for dorms .,spider,SELECT COUNT( DISTINCT DORMalias0.GENDER ) FROM DORM AS DORMalias0 ;
How many different genders are there in the dorms ?,spider,SELECT COUNT( DISTINCT DORMalias0.GENDER ) FROM DORM AS DORMalias0 ;
Find the capacity and gender type of the dorm whose name has substring ' var0 ' .,spider,"SELECT DORMalias0.GENDER , DORMalias0.STUDENT_CAPACITY FROM DORM AS DORMalias0 WHERE DORMalias0.DORM_NAME LIKE ""var0"" ;"
What is the student capacity and type of gender for the dorm whose name as the phrase var0 in it ?,spider,"SELECT DORMalias0.GENDER , DORMalias0.STUDENT_CAPACITY FROM DORM AS DORMalias0 WHERE DORMalias0.DORM_NAME LIKE ""var0"" ;"
Find the name and gender type of the dorms whose capacity is greater than var0 or less than var1 .,spider,"SELECT DORMalias0.DORM_NAME , DORMalias0.GENDER FROM DORM AS DORMalias0 WHERE DORMalias0.STUDENT_CAPACITY < var1 OR DORMalias0.STUDENT_CAPACITY > var0 ;"
What are the names and types of the dorms that have a capacity greater than var0 or less than var1 ?,spider,"SELECT DORMalias0.DORM_NAME , DORMalias0.GENDER FROM DORM AS DORMalias0 WHERE DORMalias0.STUDENT_CAPACITY < var1 OR DORMalias0.STUDENT_CAPACITY > var0 ;"
Find the numbers of different majors and cities .,spider,"SELECT COUNT( DISTINCT STUDENTalias0.CITY_CODE ) , COUNT( DISTINCT STUDENTalias0.MAJOR ) FROM STUDENT AS STUDENTalias0 ;"
How many different majors are there and how many different city codes are there for each student ?,spider,"SELECT COUNT( DISTINCT STUDENTalias0.CITY_CODE ) , COUNT( DISTINCT STUDENTalias0.MAJOR ) FROM STUDENT AS STUDENTalias0 ;"
Find the name of dorms which have both var0 and var1 as amenities .,spider,"SELECT DORMalias0.DORM_NAME FROM DORM AS DORMalias0 JOIN HAS_AMENITY AS HAS_AMENITYalias0 ON HAS_AMENITYalias0.DORMID = DORMalias0.DORMID JOIN DORM_AMENITY AS DORM_AMENITYalias0 ON HAS_AMENITYalias0.AMENID = DORM_AMENITYalias0.AMENID WHERE DORM_AMENITYalias0.AMENITY_NAME = ""var0"" INTERSECT SELECT DORMalias1.DORM_NAME FROM DORM AS DORMalias1 JOIN HAS_AMENITY AS HAS_AMENITYalias1 ON HAS_AMENITYalias1.DORMID = DORMalias1.DORMID JOIN DORM_AMENITY AS DORM_AMENITYalias1 ON HAS_AMENITYalias1.AMENID = DORM_AMENITYalias1.AMENID WHERE DORM_AMENITYalias1.AMENITY_NAME = ""var1"" ;"
What is the name of the dorm with both a var0 and var1 listed as amenities ?,spider,"SELECT DORMalias0.DORM_NAME FROM DORM AS DORMalias0 JOIN HAS_AMENITY AS HAS_AMENITYalias0 ON HAS_AMENITYalias0.DORMID = DORMalias0.DORMID JOIN DORM_AMENITY AS DORM_AMENITYalias0 ON HAS_AMENITYalias0.AMENID = DORM_AMENITYalias0.AMENID WHERE DORM_AMENITYalias0.AMENITY_NAME = ""var0"" INTERSECT SELECT DORMalias1.DORM_NAME FROM DORM AS DORMalias1 JOIN HAS_AMENITY AS HAS_AMENITYalias1 ON HAS_AMENITYalias1.DORMID = DORMalias1.DORMID JOIN DORM_AMENITY AS DORM_AMENITYalias1 ON HAS_AMENITYalias1.AMENID = DORM_AMENITYalias1.AMENID WHERE DORM_AMENITYalias1.AMENITY_NAME = ""var1"" ;"
Find the name of dorms which have var0 but no var1 as amenity .,spider,"SELECT DORMalias0.DORM_NAME FROM DORM AS DORMalias0 JOIN HAS_AMENITY AS HAS_AMENITYalias0 ON HAS_AMENITYalias0.DORMID = DORMalias0.DORMID JOIN DORM_AMENITY AS DORM_AMENITYalias0 ON HAS_AMENITYalias0.AMENID = DORM_AMENITYalias0.AMENID WHERE DORM_AMENITYalias0.AMENITY_NAME = ""var0"" EXCEPT SELECT DORMalias1.DORM_NAME FROM DORM AS DORMalias1 JOIN HAS_AMENITY AS HAS_AMENITYalias1 ON HAS_AMENITYalias1.DORMID = DORMalias1.DORMID JOIN DORM_AMENITY AS DORM_AMENITYalias1 ON HAS_AMENITYalias1.AMENID = DORM_AMENITYalias1.AMENID WHERE DORM_AMENITYalias1.AMENITY_NAME = ""var1"" ;"
What is the name of each dorm that has a var0 but no study rooms ?,spider,"SELECT DORMalias0.DORM_NAME FROM DORM AS DORMalias0 JOIN HAS_AMENITY AS HAS_AMENITYalias0 ON HAS_AMENITYalias0.DORMID = DORMalias0.DORMID JOIN DORM_AMENITY AS DORM_AMENITYalias0 ON HAS_AMENITYalias0.AMENID = DORM_AMENITYalias0.AMENID WHERE DORM_AMENITYalias0.AMENITY_NAME = ""var0"" EXCEPT SELECT DORMalias1.DORM_NAME FROM DORM AS DORMalias1 JOIN HAS_AMENITY AS HAS_AMENITYalias1 ON HAS_AMENITYalias1.DORMID = DORMalias1.DORMID JOIN DORM_AMENITY AS DORM_AMENITYalias1 ON HAS_AMENITYalias1.AMENID = DORM_AMENITYalias1.AMENID WHERE DORM_AMENITYalias1.AMENITY_NAME = ""var1"" ;"
var0ind the last name of students who is either female (sex is var0) and living in the city of code var1 or male (sex is var2) and in age of below var3 .,spider,"SELECT LNAME FROM STUDENT AS STUDENTalias0 WHERE STUDENTalias0.CITY_CODE = ""var1"" UNION SELECT LNAME FROM STUDENT AS STUDENTalias1 WHERE STUDENTalias1.SEX = ""var2"" AND STUDENTalias0.SEX = ""var0"" AND STUDENTalias1.AGE < var3 ;"
What is the last name of every student who is either female or living in a city with the code var1 or male and under var3 ?,spider,"SELECT LNAME FROM STUDENT AS STUDENTalias0 WHERE STUDENTalias0.CITY_CODE = ""var1"" UNION SELECT LNAME FROM STUDENT AS STUDENTalias1 WHERE STUDENTalias1.SEX = ""var2"" AND STUDENTalias0.SEX = ""var0"" AND STUDENTalias1.AGE < var3 ;"
Find the name of the dorm with the largest capacity .,spider,SELECT DORMalias0.DORM_NAME FROM DORM AS DORMalias0 ORDER BY DORMalias0.STUDENT_CAPACITY DESC LIMIT 1 ;
What are the names of the dorm with the largest capacity ?,spider,SELECT DORMalias0.DORM_NAME FROM DORM AS DORMalias0 ORDER BY DORMalias0.STUDENT_CAPACITY DESC LIMIT 1 ;
List in alphabetic order all different amenities .,spider,SELECT DORM_AMENITYalias0.AMENITY_NAME FROM DORM_AMENITY AS DORM_AMENITYalias0 ORDER BY DORM_AMENITYalias0.AMENITY_NAME ;
What are the different dorm amenity names in alphabetical order ?,spider,SELECT DORM_AMENITYalias0.AMENITY_NAME FROM DORM_AMENITY AS DORM_AMENITYalias0 ORDER BY DORM_AMENITYalias0.AMENITY_NAME ;
Find the first and last name of students whose age is younger than the average age .,spider,"SELECT FNAME , LNAME FROM STUDENT AS STUDENTalias0 WHERE STUDENTalias0.AGE < ( SELECT AVG( STUDENTalias1.AGE ) FROM STUDENT AS STUDENTalias1 ) ;"
What is the first and last name of all students who are younger than average ?,spider,"SELECT FNAME , LNAME FROM STUDENT AS STUDENTalias0 WHERE STUDENTalias0.AGE < ( SELECT AVG( STUDENTalias1.AGE ) FROM STUDENT AS STUDENTalias1 ) ;"
"List the first and last name of students who are not living in the city with code var0 , and sorted the results by their ages .",spider,"SELECT FNAME , LNAME FROM STUDENT AS STUDENTalias0 WHERE CITY_CODE != ""var0"" ORDER BY STUDENTalias0.AGE ;"
What are the first and last names of all students who are not living in the city var0 and order the results by age ?,spider,"SELECT FNAME , LNAME FROM STUDENT AS STUDENTalias0 WHERE CITY_CODE != ""var0"" ORDER BY STUDENTalias0.AGE ;"
"List name of all amenities which var0 has , and sort the results in alphabetic order .",spider,"SELECT DORM_AMENITYalias0.AMENITY_NAME FROM DORM_AMENITY AS DORM_AMENITYalias0 JOIN HAS_AMENITY AS HAS_AMENITYalias0 ON HAS_AMENITYalias0.AMENID = DORM_AMENITYalias0.AMENID JOIN DORM AS DORMalias0 ON HAS_AMENITYalias0.DORMID = DORMalias0.DORMID WHERE DORMalias0.DORM_NAME = ""var0"" ORDER BY DORM_AMENITYalias0.AMENITY_NAME ;"
What are the amenities in alphabetical order that var0 has ?,spider,"SELECT DORM_AMENITYalias0.AMENITY_NAME FROM DORM_AMENITY AS DORM_AMENITYalias0 JOIN HAS_AMENITY AS HAS_AMENITYalias0 ON HAS_AMENITYalias0.AMENID = DORM_AMENITYalias0.AMENID JOIN DORM AS DORMalias0 ON HAS_AMENITYalias0.DORMID = DORMalias0.DORMID WHERE DORMalias0.DORM_NAME = ""var0"" ORDER BY DORM_AMENITYalias0.AMENITY_NAME ;"
Find the number of dorms and total capacity for each gender .,spider,"SELECT COUNT( * ) , DORMalias0.GENDER , SUM( DORMalias0.STUDENT_CAPACITY ) FROM DORM AS DORMalias0 GROUP BY DORMalias0.GENDER ;"
How many dorms are there and what is the total capacity for each gender ?,spider,"SELECT COUNT( * ) , DORMalias0.GENDER , SUM( DORMalias0.STUDENT_CAPACITY ) FROM DORM AS DORMalias0 GROUP BY DORMalias0.GENDER ;"
Find the average and oldest age for students with different sex .,spider,"SELECT AVG( STUDENTalias0.AGE ) , MAX( STUDENTalias0.AGE ) , STUDENTalias0.SEX FROM STUDENT AS STUDENTalias0 GROUP BY STUDENTalias0.SEX ;"
What is the average and oldest age for each gender of student ?,spider,"SELECT AVG( STUDENTalias0.AGE ) , MAX( STUDENTalias0.AGE ) , STUDENTalias0.SEX FROM STUDENT AS STUDENTalias0 GROUP BY STUDENTalias0.SEX ;"
Find the number of students in each major .,spider,"SELECT COUNT( * ) , STUDENTalias0.MAJOR FROM STUDENT AS STUDENTalias0 GROUP BY STUDENTalias0.MAJOR ;"
How many students are there in each major ?,spider,"SELECT COUNT( * ) , STUDENTalias0.MAJOR FROM STUDENT AS STUDENTalias0 GROUP BY STUDENTalias0.MAJOR ;"
Find the number and average age of students living in each city .,spider,"SELECT AVG( STUDENTalias0.AGE ) , COUNT( * ) , STUDENTalias0.CITY_CODE FROM STUDENT AS STUDENTalias0 GROUP BY STUDENTalias0.CITY_CODE ;"
How many students live in each city and what are their average ages ?,spider,"SELECT AVG( STUDENTalias0.AGE ) , COUNT( * ) , STUDENTalias0.CITY_CODE FROM STUDENT AS STUDENTalias0 GROUP BY STUDENTalias0.CITY_CODE ;"
Find the average age and number of male students (with sex var0) from each city .,spider,"SELECT AVG( STUDENTalias0.AGE ) , COUNT( * ) , STUDENTalias0.CITY_CODE FROM STUDENT AS STUDENTalias0 WHERE SEX = ""var0"" GROUP BY STUDENTalias0.CITY_CODE ;"
What is the average age and how many male students are there in each city ?,spider,"SELECT AVG( STUDENTalias0.AGE ) , COUNT( * ) , STUDENTalias0.CITY_CODE FROM STUDENT AS STUDENTalias0 WHERE SEX = ""var0"" GROUP BY STUDENTalias0.CITY_CODE ;"
Find the number of students for the cities where have more than one student .,spider,"SELECT COUNT( * ) , STUDENTalias0.CITY_CODE FROM STUDENT AS STUDENTalias0 GROUP BY STUDENTalias0.CITY_CODE HAVING COUNT( * ) > var0 ;"
"How many students are from each city , and which cities have more than one cities ?",spider,"SELECT COUNT( * ) , STUDENTalias0.CITY_CODE FROM STUDENT AS STUDENTalias0 GROUP BY STUDENTalias0.CITY_CODE HAVING COUNT( * ) > var0 ;"
Find the first and last name of students who are not in the largest major .,spider,"SELECT FNAME , LNAME FROM STUDENT AS STUDENTalias0 WHERE STUDENTalias0.MAJOR != ( SELECT STUDENTalias1.MAJOR FROM STUDENT AS STUDENTalias1 GROUP BY MAJOR ORDER BY COUNT( * ) DESC LIMIT 1 ) ;"
What is the first and last name of the students who are not in the largest major ?,spider,"SELECT FNAME , LNAME FROM STUDENT AS STUDENTalias0 WHERE STUDENTalias0.MAJOR != ( SELECT STUDENTalias1.MAJOR FROM STUDENT AS STUDENTalias1 GROUP BY MAJOR ORDER BY COUNT( * ) DESC LIMIT 1 ) ;"
Find the number of students whose age is older than the average age for each gender .,spider,"SELECT COUNT( * ) , STUDENTalias0.SEX FROM STUDENT AS STUDENTalias0 WHERE AGE > ( SELECT AVG( STUDENTalias1.AGE ) FROM STUDENT AS STUDENTalias1 ) GROUP BY STUDENTalias0.SEX ;"
How many students are older than average for each gender ?,spider,"SELECT COUNT( * ) , STUDENTalias0.SEX FROM STUDENT AS STUDENTalias0 WHERE AGE > ( SELECT AVG( STUDENTalias1.AGE ) FROM STUDENT AS STUDENTalias1 ) GROUP BY STUDENTalias0.SEX ;"
Find the average age of students living in each dorm and the name of dorm .,spider,"SELECT AVG( STUDENTalias0.AGE ) , DORMalias0.DORM_NAME FROM STUDENT AS STUDENTalias0 JOIN LIVES_IN AS LIVES_INalias0 ON STUDENTalias0.STUID = LIVES_INalias0.STUID JOIN DORM AS DORMalias0 ON LIVES_INalias0.DORMID = DORMalias0.DORMID GROUP BY DORMalias0.DORM_NAME ;"
What is the average age for each dorm and what are the names of each dorm ?,spider,"SELECT AVG( STUDENTalias0.AGE ) , DORMalias0.DORM_NAME FROM STUDENT AS STUDENTalias0 JOIN LIVES_IN AS LIVES_INalias0 ON STUDENTalias0.STUID = LIVES_INalias0.STUID JOIN DORM AS DORMalias0 ON LIVES_INalias0.DORMID = DORMalias0.DORMID GROUP BY DORMalias0.DORM_NAME ;"
Find the number of amenities for each of the dorms that can accommodate more than var0 students .,spider,"SELECT COUNT( * ) , DORMalias0.DORMID FROM DORM AS DORMalias0 JOIN HAS_AMENITY AS HAS_AMENITYalias0 ON HAS_AMENITYalias0.DORMID = DORMalias0.DORMID WHERE DORMalias0.STUDENT_CAPACITY > var0 GROUP BY DORMalias0.DORMID ;"
"For each dorm , how many amenities does it have ?",spider,"SELECT COUNT( * ) , DORMalias0.DORMID FROM DORM AS DORMalias0 JOIN HAS_AMENITY AS HAS_AMENITYalias0 ON HAS_AMENITYalias0.DORMID = DORMalias0.DORMID WHERE DORMalias0.STUDENT_CAPACITY > var0 GROUP BY DORMalias0.DORMID ;"
Find the number of students who is older than var0 in each dorm .,spider,"SELECT COUNT( LIVES_INalias0.* ) , DORMalias0.DORM_NAME FROM STUDENT AS STUDENTalias0 JOIN LIVES_IN AS LIVES_INalias0 ON STUDENTalias0.STUID = LIVES_INalias0.STUID JOIN DORM AS DORMalias0 ON LIVES_INalias0.DORMID = DORMalias0.DORMID WHERE STUDENTalias0.AGE > var0 GROUP BY DORMalias0.DORM_NAME ;"
How many students are older than var0 in each dorm ?,spider,"SELECT COUNT( LIVES_INalias0.* ) , DORMalias0.DORM_NAME FROM STUDENT AS STUDENTalias0 JOIN LIVES_IN AS LIVES_INalias0 ON STUDENTalias0.STUID = LIVES_INalias0.STUID JOIN DORM AS DORMalias0 ON LIVES_INalias0.DORMID = DORMalias0.DORMID WHERE STUDENTalias0.AGE > var0 GROUP BY DORMalias0.DORM_NAME ;"
Find the first name of students who are living in the var0 .,spider,"SELECT STUDENTalias0.FNAME FROM STUDENT AS STUDENTalias0 JOIN LIVES_IN AS LIVES_INalias0 ON STUDENTalias0.STUID = LIVES_INalias0.STUID JOIN DORM AS DORMalias0 ON LIVES_INalias0.DORMID = DORMalias0.DORMID WHERE DORMalias0.DORM_NAME = ""var0"" ;"
What are the first names of all students in var0 ?,spider,"SELECT STUDENTalias0.FNAME FROM STUDENT AS STUDENTalias0 JOIN LIVES_IN AS LIVES_INalias0 ON STUDENTalias0.STUID = LIVES_INalias0.STUID JOIN DORM AS DORMalias0 ON LIVES_INalias0.DORMID = DORMalias0.DORMID WHERE DORMalias0.DORM_NAME = ""var0"" ;"
Find the average age of students who are living in the dorm with the largest capacity .,spider,SELECT AVG( STUDENTalias0.AGE ) FROM STUDENT AS STUDENTalias0 JOIN LIVES_IN AS LIVES_INalias0 ON STUDENTalias0.STUID = LIVES_INalias0.STUID JOIN DORM AS DORMalias0 ON LIVES_INalias0.DORMID = DORMalias0.DORMID WHERE DORMalias0.STUDENT_CAPACITY = ( SELECT MAX( DORMalias1.STUDENT_CAPACITY ) FROM DORM AS DORMalias1 ) ;
What is the average age of students who are living in the dorm with the largest capacity ?,spider,SELECT AVG( STUDENTalias0.AGE ) FROM STUDENT AS STUDENTalias0 JOIN LIVES_IN AS LIVES_INalias0 ON STUDENTalias0.STUID = LIVES_INalias0.STUID JOIN DORM AS DORMalias0 ON LIVES_INalias0.DORMID = DORMalias0.DORMID WHERE DORMalias0.STUDENT_CAPACITY = ( SELECT MAX( DORMalias1.STUDENT_CAPACITY ) FROM DORM AS DORMalias1 ) ;
Find the total number of students living in the male dorm (with gender var0) .,spider,"SELECT COUNT( LIVES_INalias0.* ) FROM STUDENT AS STUDENTalias0 JOIN LIVES_IN AS LIVES_INalias0 ON STUDENTalias0.STUID = LIVES_INalias0.STUID JOIN DORM AS DORMalias0 ON LIVES_INalias0.DORMID = DORMalias0.DORMID WHERE DORMalias0.GENDER = ""var0"" ;"
What are the total number of students who are living in a male dorm ?,spider,"SELECT COUNT( LIVES_INalias0.* ) FROM STUDENT AS STUDENTalias0 JOIN LIVES_IN AS LIVES_INalias0 ON STUDENTalias0.STUID = LIVES_INalias0.STUID JOIN DORM AS DORMalias0 ON LIVES_INalias0.DORMID = DORMalias0.DORMID WHERE DORMalias0.GENDER = ""var0"" ;"
var1ind the number of female students (with var1 sex) living in var0,spider,"SELECT COUNT( LIVES_INalias0.* ) FROM STUDENT AS STUDENTalias0 JOIN LIVES_IN AS LIVES_INalias0 ON STUDENTalias0.STUID = LIVES_INalias0.STUID JOIN DORM AS DORMalias0 ON LIVES_INalias0.DORMID = DORMalias0.DORMID WHERE DORMalias0.DORM_NAME = ""var0"" AND STUDENTalias0.SEX = ""var1"" ;"
How many female students live in var0 ?,spider,"SELECT COUNT( LIVES_INalias0.* ) FROM STUDENT AS STUDENTalias0 JOIN LIVES_IN AS LIVES_INalias0 ON STUDENTalias0.STUID = LIVES_INalias0.STUID JOIN DORM AS DORMalias0 ON LIVES_INalias0.DORMID = DORMalias0.DORMID WHERE DORMalias0.DORM_NAME = ""var0"" AND STUDENTalias0.SEX = ""var1"" ;"
Find the name of amenities var0 dorm have .,spider,"SELECT DORM_AMENITYalias0.AMENITY_NAME FROM DORM AS DORMalias0 JOIN HAS_AMENITY AS HAS_AMENITYalias0 ON HAS_AMENITYalias0.DORMID = DORMalias0.DORMID JOIN DORM_AMENITY AS DORM_AMENITYalias0 ON HAS_AMENITYalias0.AMENID = DORM_AMENITYalias0.AMENID WHERE DORMalias0.DORM_NAME = ""var0"" ;"
What are the names of the amenities that var0 has ?,spider,"SELECT DORM_AMENITYalias0.AMENITY_NAME FROM DORM AS DORMalias0 JOIN HAS_AMENITY AS HAS_AMENITYalias0 ON HAS_AMENITYalias0.DORMID = DORMalias0.DORMID JOIN DORM_AMENITY AS DORM_AMENITYalias0 ON HAS_AMENITYalias0.AMENID = DORM_AMENITYalias0.AMENID WHERE DORMalias0.DORM_NAME = ""var0"" ;"
Find the name of amenities var0 dorm have . ordered the results by amenity names .,spider,"SELECT DORM_AMENITYalias0.AMENITY_NAME FROM DORM AS DORMalias0 JOIN HAS_AMENITY AS HAS_AMENITYalias0 ON HAS_AMENITYalias0.DORMID = DORMalias0.DORMID JOIN DORM_AMENITY AS DORM_AMENITYalias0 ON HAS_AMENITYalias0.AMENID = DORM_AMENITYalias0.AMENID WHERE DORMalias0.DORM_NAME = ""var0"" ORDER BY DORM_AMENITYalias0.AMENITY_NAME ;"
What amenities does var0 have in alphabetical order ?,spider,"SELECT DORM_AMENITYalias0.AMENITY_NAME FROM DORM AS DORMalias0 JOIN HAS_AMENITY AS HAS_AMENITYalias0 ON HAS_AMENITYalias0.DORMID = DORMalias0.DORMID JOIN DORM_AMENITY AS DORM_AMENITYalias0 ON HAS_AMENITYalias0.AMENID = DORM_AMENITYalias0.AMENID WHERE DORMalias0.DORM_NAME = ""var0"" ORDER BY DORM_AMENITYalias0.AMENITY_NAME ;"
Find the name of amenity that is most common in all dorms .,spider,SELECT DORM_AMENITYalias0.AMENITY_NAME FROM DORM_AMENITY AS DORM_AMENITYalias0 JOIN HAS_AMENITY AS HAS_AMENITYalias0 ON HAS_AMENITYalias0.AMENID = DORM_AMENITYalias0.AMENID GROUP BY HAS_AMENITYalias0.AMENID ORDER BY COUNT( * ) DESC LIMIT 1 ;
What is the most common amenity in the dorms ?,spider,SELECT DORM_AMENITYalias0.AMENITY_NAME FROM DORM_AMENITY AS DORM_AMENITYalias0 JOIN HAS_AMENITY AS HAS_AMENITYalias0 ON HAS_AMENITYalias0.AMENID = DORM_AMENITYalias0.AMENID GROUP BY HAS_AMENITYalias0.AMENID ORDER BY COUNT( * ) DESC LIMIT 1 ;
Find the first name of students who are living in the dorm that has most number of amenities .,spider,SELECT STUDENTalias0.FNAME FROM STUDENT AS STUDENTalias0 JOIN LIVES_IN AS LIVES_INalias0 ON STUDENTalias0.STUID = LIVES_INalias0.STUID WHERE LIVES_INalias0.DORMID IN ( SELECT LIVES_INalias0.DORMID FROM DORM AS DORMalias0 JOIN HAS_AMENITY AS HAS_AMENITYalias0 ON HAS_AMENITYalias0.DORMID = DORMalias0.DORMID JOIN DORM_AMENITY AS DORM_AMENITYalias0 ON HAS_AMENITYalias0.AMENID = DORM_AMENITYalias0.AMENID GROUP BY DORMalias0.DORMID ORDER BY COUNT( * ) DESC LIMIT 1 ) ;
What are the first names of all students who live in the dorm with the most amenities ?,spider,SELECT STUDENTalias0.FNAME FROM STUDENT AS STUDENTalias0 JOIN LIVES_IN AS LIVES_INalias0 ON STUDENTalias0.STUID = LIVES_INalias0.STUID WHERE LIVES_INalias0.DORMID IN ( SELECT LIVES_INalias0.DORMID FROM DORM AS DORMalias0 JOIN HAS_AMENITY AS HAS_AMENITYalias0 ON HAS_AMENITYalias0.DORMID = DORMalias0.DORMID JOIN DORM_AMENITY AS DORM_AMENITYalias0 ON HAS_AMENITYalias0.AMENID = DORM_AMENITYalias0.AMENID GROUP BY DORMalias0.DORMID ORDER BY COUNT( * ) DESC LIMIT 1 ) ;
Find the name and capacity of the dorm with least number of amenities .,spider,"SELECT DORMalias0.DORM_NAME , DORMalias0.STUDENT_CAPACITY FROM DORM AS DORMalias0 JOIN HAS_AMENITY AS HAS_AMENITYalias0 ON HAS_AMENITYalias0.DORMID = DORMalias0.DORMID JOIN DORM_AMENITY AS DORM_AMENITYalias0 ON HAS_AMENITYalias0.AMENID = DORM_AMENITYalias0.AMENID GROUP BY HAS_AMENITYalias0.DORMID ORDER BY COUNT( * ) LIMIT 1 ;"
What is the name and capacity of the dorm with the fewest amount of amenities ?,spider,"SELECT DORMalias0.DORM_NAME , DORMalias0.STUDENT_CAPACITY FROM DORM AS DORMalias0 JOIN HAS_AMENITY AS HAS_AMENITYalias0 ON HAS_AMENITYalias0.DORMID = DORMalias0.DORMID JOIN DORM_AMENITY AS DORM_AMENITYalias0 ON HAS_AMENITYalias0.AMENID = DORM_AMENITYalias0.AMENID GROUP BY HAS_AMENITYalias0.DORMID ORDER BY COUNT( * ) LIMIT 1 ;"
Find the name of dorms that do not have amenity var0 .,spider,"SELECT DORMalias0.DORM_NAME FROM DORM AS DORMalias0 EXCEPT SELECT DORMalias1.DORM_NAME FROM DORM AS DORMalias1 JOIN HAS_AMENITY AS HAS_AMENITYalias0 ON HAS_AMENITYalias0.DORMID = DORMalias1.DORMID JOIN DORM_AMENITY AS DORM_AMENITYalias0 ON HAS_AMENITYalias0.AMENID = DORM_AMENITYalias0.AMENID WHERE DORM_AMENITYalias0.AMENITY_NAME = ""var0"" ;"
What are the names of the dorm that does not have a var0 ?,spider,"SELECT DORMalias0.DORM_NAME FROM DORM AS DORMalias0 EXCEPT SELECT DORMalias1.DORM_NAME FROM DORM AS DORMalias1 JOIN HAS_AMENITY AS HAS_AMENITYalias0 ON HAS_AMENITYalias0.DORMID = DORMalias1.DORMID JOIN DORM_AMENITY AS DORM_AMENITYalias0 ON HAS_AMENITYalias0.AMENID = DORM_AMENITYalias0.AMENID WHERE DORM_AMENITYalias0.AMENITY_NAME = ""var0"" ;"
Find the first and last name of students who are living in the dorms that have amenity var0 .,spider,"SELECT STUDENTalias0.FNAME , STUDENTalias0.LNAME FROM STUDENT AS STUDENTalias0 JOIN LIVES_IN AS LIVES_INalias0 ON STUDENTalias0.STUID = LIVES_INalias0.STUID WHERE LIVES_INalias0.DORMID IN ( SELECT HAS_AMENITYalias0.DORMID FROM HAS_AMENITY AS HAS_AMENITYalias0 JOIN DORM_AMENITY AS DORM_AMENITYalias0 ON HAS_AMENITYalias0.AMENID = DORM_AMENITYalias0.AMENID WHERE DORM_AMENITYalias0.AMENITY_NAME = ""var0"" ) ;"
What are the first and last names of all students who are living in a dorm with a var0 ?,spider,"SELECT STUDENTalias0.FNAME , STUDENTalias0.LNAME FROM STUDENT AS STUDENTalias0 JOIN LIVES_IN AS LIVES_INalias0 ON STUDENTalias0.STUID = LIVES_INalias0.STUID WHERE LIVES_INalias0.DORMID IN ( SELECT HAS_AMENITYalias0.DORMID FROM HAS_AMENITY AS HAS_AMENITYalias0 JOIN DORM_AMENITY AS DORM_AMENITYalias0 ON HAS_AMENITYalias0.AMENID = DORM_AMENITYalias0.AMENID WHERE DORM_AMENITYalias0.AMENITY_NAME = ""var0"" ) ;"
Find the first name and age of students who are living in the dorms that do not have amenity var0 .,spider,"SELECT STUDENTalias0.AGE , STUDENTalias0.FNAME FROM STUDENT AS STUDENTalias0 JOIN LIVES_IN AS LIVES_INalias0 ON STUDENTalias0.STUID = LIVES_INalias0.STUID WHERE LIVES_INalias0.DORMID NOT IN ( SELECT HAS_AMENITYalias0.DORMID FROM HAS_AMENITY AS HAS_AMENITYalias0 JOIN DORM_AMENITY AS DORM_AMENITYalias0 ON HAS_AMENITYalias0.AMENID = DORM_AMENITYalias0.AMENID WHERE DORM_AMENITYalias0.AMENITY_NAME = ""var0"" ) ;"
What is the first name and age of every student who lives in a dorm with a var0 ?,spider,"SELECT STUDENTalias0.AGE , STUDENTalias0.FNAME FROM STUDENT AS STUDENTalias0 JOIN LIVES_IN AS LIVES_INalias0 ON STUDENTalias0.STUID = LIVES_INalias0.STUID WHERE LIVES_INalias0.DORMID NOT IN ( SELECT HAS_AMENITYalias0.DORMID FROM HAS_AMENITY AS HAS_AMENITYalias0 JOIN DORM_AMENITY AS DORM_AMENITYalias0 ON HAS_AMENITYalias0.AMENID = DORM_AMENITYalias0.AMENID WHERE DORM_AMENITYalias0.AMENITY_NAME = ""var0"" ) ;"
Find the name of amenities of the dorm where the student with last name var0 is living in .,spider,"SELECT DORM_AMENITYalias0.AMENITY_NAME FROM DORM AS DORMalias0 JOIN HAS_AMENITY AS HAS_AMENITYalias0 ON HAS_AMENITYalias0.DORMID = DORMalias0.DORMID JOIN DORM_AMENITY AS DORM_AMENITYalias0 ON HAS_AMENITYalias0.AMENID = DORM_AMENITYalias0.AMENID JOIN LIVES_IN AS LIVES_INalias0 ON LIVES_INalias0.DORMID = DORMalias0.DORMID JOIN STUDENT AS STUDENTalias0 ON STUDENTalias0.STUID = LIVES_INalias0.STUID WHERE STUDENTalias0.LNAME = ""var0"" ;"
