,Unnamed: 0,Unnamed: 0.1,question,sql,source
6196,6197,6197,provide the number of patients who have died before or in year 2173 and item id is 51082.,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DEMOGRAPHIC.""DOD_YEAR"" <= ""2173.0"" AND LAB.""ITEMID"" = ""51082""",medical
6197,6198,6198,how many patients died in or before 2111 and tested with lab item id 51104?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DEMOGRAPHIC.""DOD_YEAR"" <= ""2111.0"" AND LAB.""ITEMID"" = ""51104""",medical
6198,6199,6199,how many patients died in or before the year 2174 and tested with lab item id 50990?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DEMOGRAPHIC.""DOD_YEAR"" <= ""2174.0"" AND LAB.""ITEMID"" = ""50990""",medical
6199,6200,6200,how many patients died in or beofre year 2112 with an item id 51352?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DEMOGRAPHIC.""DOD_YEAR"" <= ""2112.0"" AND LAB.""ITEMID"" = ""51352""",medical
6200,6201,6201,give me the list of patients with lab test item id 50824 who died in or before 2115.,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DEMOGRAPHIC.""DOD_YEAR"" <= ""2115.0"" AND LAB.""ITEMID"" = ""50824""",medical
6201,6202,6202,give me the number of patients with lab test item id 51000 who died on or before 2168.,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DEMOGRAPHIC.""DOD_YEAR"" <= ""2168.0"" AND LAB.""ITEMID"" = ""51000""",medical
6202,6203,6203,find the number of patients who passed away in or before the year 2131 had lab test item id 51248.,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DEMOGRAPHIC.""DOD_YEAR"" <= ""2131.0"" AND LAB.""ITEMID"" = ""51248""",medical
6203,6204,6204,get the number of patients with item id 51514 who died on 2112 or before that.,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DEMOGRAPHIC.""DOD_YEAR"" <= ""2112.0"" AND LAB.""ITEMID"" = ""51514""",medical
6204,6205,6205,provide me the number of patients with lab test item id 51384 who died in or before the year 2133.,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DEMOGRAPHIC.""DOD_YEAR"" <= ""2133.0"" AND LAB.""ITEMID"" = ""51384""",medical
6205,6206,6206,calculate the number of patients with item id 50811 who died in the year less than or equal to 2155,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DEMOGRAPHIC.""DOD_YEAR"" <= ""2155.0"" AND LAB.""ITEMID"" = ""50811""",medical
6206,6207,6207,what number of patients who died in or before the year 2186 had lab test item id 50805?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DEMOGRAPHIC.""DOD_YEAR"" <= ""2186.0"" AND LAB.""ITEMID"" = ""50805""",medical
6207,6208,6208,how many patients with item id 51363 died in the year less than or equal to 2126?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DEMOGRAPHIC.""DOD_YEAR"" <= ""2126.0"" AND LAB.""ITEMID"" = ""51363""",medical
6208,6209,6209,what is the number of patients who died in or before 2168 with lab test item id 51131?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DEMOGRAPHIC.""DOD_YEAR"" <= ""2168.0"" AND LAB.""ITEMID"" = ""51131""",medical
6209,6210,6210,tell me the number of patients with lab test item id 51053 who died on or before 2165.,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DEMOGRAPHIC.""DOD_YEAR"" <= ""2165.0"" AND LAB.""ITEMID"" = ""51053""",medical
6210,6211,6211,find the number of patients who passed away in or before 2132 and their lab test item id is 51067.,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DEMOGRAPHIC.""DOD_YEAR"" <= ""2132.0"" AND LAB.""ITEMID"" = ""51067""",medical
6211,6212,6212,get the number of patients with lab test item id 51034 who died on or before 2122.,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DEMOGRAPHIC.""DOD_YEAR"" <= ""2122.0"" AND LAB.""ITEMID"" = ""51034""",medical
6212,6213,6213,what is the number of patients who died in or before 2183 with lab test item id 51351?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DEMOGRAPHIC.""DOD_YEAR"" <= ""2183.0"" AND LAB.""ITEMID"" = ""51351""",medical
6213,6214,6214,what is the number of patients who died in or before 2174 and have item id 51360?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DEMOGRAPHIC.""DOD_YEAR"" <= ""2174.0"" AND LAB.""ITEMID"" = ""51360""",medical
6214,6215,6215,how many patients with lab test item id 50976 passed away in or before the year 2133?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DEMOGRAPHIC.""DOD_YEAR"" <= ""2133.0"" AND LAB.""ITEMID"" = ""50976""",medical
6215,6216,6216,what is the number of patients who died in or before 2122 and lab test is prot.electrophoresis urine?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DEMOGRAPHIC.""DOD_YEAR"" <= ""2122.0"" AND LAB.""LABEL"" = ""Prot. Electrophoresis, Urine""",medical
6216,6217,6217,"find the number of patients whose lab test name is bilirubin, indirect and year of death is or before the year 2179.","SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DEMOGRAPHIC.""DOD_YEAR"" <= ""2179.0"" AND LAB.""LABEL"" = ""Bilirubin, Indirect""",medical
6217,6218,6218,"among patients who had a lab test for urobilinogen, how many of them died in the year less than or equal to 2174?","SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DEMOGRAPHIC.""DOD_YEAR"" <= ""2174.0"" AND LAB.""LABEL"" = ""Urobilinogen""",medical
6218,6219,6219,what number of patients whose year of death is in or before the year 2179 had lab test for eosinophils?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DEMOGRAPHIC.""DOD_YEAR"" <= ""2179.0"" AND LAB.""LABEL"" = ""Eosinophils""",medical
6219,6220,6220,how many patients died in or before year 2132 with a lab test neutrophils?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DEMOGRAPHIC.""DOD_YEAR"" <= ""2131.0"" AND LAB.""LABEL"" = ""Neutrophils""",medical
6220,6221,6221,how many patients died in or before 2168 and tested with po2 in lab?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DEMOGRAPHIC.""DOD_YEAR"" <= ""2168.0"" AND LAB.""LABEL"" = ""pO2""",medical
6221,6222,6222,count the number of patients who had lab test calculated tbg and died on or before 2148.,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DEMOGRAPHIC.""DOD_YEAR"" <= ""2148.0"" AND LAB.""LABEL"" = ""Calculated TBG""",medical
6222,6223,6223,find the number of patients who had lactate lab test and died on or before 2179.,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DEMOGRAPHIC.""DOD_YEAR"" <= ""2179.0"" AND LAB.""LABEL"" = ""Lactate""",medical
6223,6224,6224,how many patients died in or before 2165 and tested for albumin in lab?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DEMOGRAPHIC.""DOD_YEAR"" <= ""2165.0"" AND LAB.""LABEL"" = ""Albumin""",medical
6224,6225,6225,"show the number of patients who had the lab test for cholesterol, ldl, calculated and died in or before the year 2111.","SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DEMOGRAPHIC.""DOD_YEAR"" <= ""2111.0"" AND LAB.""LABEL"" = ""Cholesterol, LDL, Calculated""",medical
6225,6226,6226,how many patients who died in or before 2111 had undergone the lab test lactate dehydrogenase (ld)?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DEMOGRAPHIC.""DOD_YEAR"" <= ""2111.0"" AND LAB.""LABEL"" = ""Lactate Dehydrogenase (LD)""",medical
6226,6227,6227,how many patients who passed away in or before the year 2174 had ascites as lab test fluid?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DEMOGRAPHIC.""DOD_YEAR"" <= ""2174.0"" AND LAB.""FLUID"" = ""Ascites""",medical
6227,6228,6228,specify the total number of patients who had a pleural fluid test and died in the year less than or equal to 2174?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DEMOGRAPHIC.""DOD_YEAR"" <= ""2174.0"" AND LAB.""FLUID"" = ""Pleural""",medical
6228,6229,6229,find the number of patients who died on or before 2174 and had other body fluid lab test.,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DEMOGRAPHIC.""DOD_YEAR"" <= ""2174.0"" AND LAB.""FLUID"" = ""Other Body Fluid""",medical
6229,6230,6230,how many patients born in or before 2111 the lab test fluid was cerebrospinal fluid?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DEMOGRAPHIC.""DOD_YEAR"" <= ""2111.0"" AND LAB.""FLUID"" = ""Cerebrospinal Fluid (CSF)""",medical
6230,6231,6231,count the number of patients who died in or before year 2111 and whose lab test fluid is ascites.,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DEMOGRAPHIC.""DOD_YEAR"" <= ""2111.0"" AND LAB.""FLUID"" = ""Ascites""",medical
6231,6232,6232,"among patients who had a lab test for pleural fluid, how many of them died in the year less than or equal to 2111?","SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DEMOGRAPHIC.""DOD_YEAR"" <= ""2111.0"" AND LAB.""FLUID"" = ""Pleural""",medical
6232,6233,6233,show me the number of patients who were ordered to get urine lab test and died on 2111 or before that.,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DEMOGRAPHIC.""DOD_YEAR"" <= ""2111.0"" AND LAB.""FLUID"" = ""Urine""",medical
6233,6234,6234,how many of the patients whose other body fluid was tested by lab died in the year less than or equal to 2111?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DEMOGRAPHIC.""DOD_YEAR"" <= ""2111.0"" AND LAB.""FLUID"" = ""Other Body Fluid""",medical
6234,6235,6235,tell me how many patients admitted before the year 2135 have diagnoses icd9 code 2859.,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DEMOGRAPHIC.""ADMITYEAR"" < ""2135"" AND DIAGNOSES.""ICD9_CODE"" = ""2859""",medical
6235,6236,6236,how many patients admitted to the hospital before year 2180 had the diagnosis icd9 code 3671?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DEMOGRAPHIC.""ADMITYEAR"" < ""2180"" AND DIAGNOSES.""ICD9_CODE"" = ""3671""",medical
6236,6237,6237,how many patients admitted before 2156 have diagnoses icd9 code 5990?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DEMOGRAPHIC.""ADMITYEAR"" < ""2156"" AND DIAGNOSES.""ICD9_CODE"" = ""5990""",medical
6237,6238,6238,tell me the number of patients admitted before the year 2145 who have diagnoses icd9 code 58089.,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DEMOGRAPHIC.""ADMITYEAR"" < ""2145"" AND DIAGNOSES.""ICD9_CODE"" = ""58089""",medical
6238,6239,6239,count the number of patients who were admitted to the hospital before year < 2194 with a diagnoses icd9 code 34590,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DEMOGRAPHIC.""ADMITYEAR"" < ""2194"" AND DIAGNOSES.""ICD9_CODE"" = ""34590""",medical
6239,6240,6240,how many patients diagnosed under icd9 code 34830 were admitted before the year 2157?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DEMOGRAPHIC.""ADMITYEAR"" < ""2157"" AND DIAGNOSES.""ICD9_CODE"" = ""34830""",medical
6240,6241,6241,find the number of patients who were admitted before the year 2162 and diagnosed under icd9 code 56722.,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DEMOGRAPHIC.""ADMITYEAR"" < ""2162"" AND DIAGNOSES.""ICD9_CODE"" = ""56722""",medical
6241,6242,6242,give me the number of patients admitted before 2125 who have diagnosis icd9 code 69514.,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DEMOGRAPHIC.""ADMITYEAR"" < ""2125"" AND DIAGNOSES.""ICD9_CODE"" = ""69514""",medical
6242,6243,6243,how many patients admitted in the year less than 2145 were diagnosed with  icd9 code 591,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DEMOGRAPHIC.""ADMITYEAR"" < ""2145"" AND DIAGNOSES.""ICD9_CODE"" = ""591""",medical
6243,6244,6244,how many patients were admitted before the year 2165 with the diagnosis icd9 code v1083?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DEMOGRAPHIC.""ADMITYEAR"" < ""2165"" AND DIAGNOSES.""ICD9_CODE"" = ""V1083""",medical
6244,6245,6245,get me the number of patients admitted bbefore 2198 who had diagnoses icd9 code 7830.,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DEMOGRAPHIC.""ADMITYEAR"" < ""2198"" AND DIAGNOSES.""ICD9_CODE"" = ""7830""",medical
6245,6246,6246,what is the number of patients admitted before 2203 who have diagnoses icd9 code 2662?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DEMOGRAPHIC.""ADMITYEAR"" < ""2203"" AND DIAGNOSES.""ICD9_CODE"" = ""2662""",medical
6246,6247,6247,how many patients with diagnoses icd9 code v1272 were admitted before the year 2190?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DEMOGRAPHIC.""ADMITYEAR"" < ""2190"" AND DIAGNOSES.""ICD9_CODE"" = ""V1272""",medical
6247,6248,6248,how many patients admitted before the year 2184 were diagnosed under icd9 code 72888?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DEMOGRAPHIC.""ADMITYEAR"" < ""2184"" AND DIAGNOSES.""ICD9_CODE"" = ""72888""",medical
6248,6249,6249,provide the number of patients who were admitted before the year 2139 with the diagnosis icd9 code 769.,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DEMOGRAPHIC.""ADMITYEAR"" < ""2139"" AND DIAGNOSES.""ICD9_CODE"" = ""769""",medical
6249,6250,6250,how many patients were admitted to the hospital before year 2164 with a diagnosis icd9 code 3315?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DEMOGRAPHIC.""ADMITYEAR"" < ""2164"" AND DIAGNOSES.""ICD9_CODE"" = ""3315""",medical
6250,6251,6251,get the number of patients admitted to hospital before 2157 who had diagnoses icd9 code 82022.,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DEMOGRAPHIC.""ADMITYEAR"" < ""2157"" AND DIAGNOSES.""ICD9_CODE"" = ""82022""",medical
6251,6252,6252,let me know the number of patients with diagnoses icd9 code 29634 who were admitted in hospital before 2124.,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DEMOGRAPHIC.""ADMITYEAR"" < ""2124"" AND DIAGNOSES.""ICD9_CODE"" = ""29634""",medical
6252,6253,6253,how many patients are admitted in the year before 2179 and diagnosed with icd9 code 5695?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DEMOGRAPHIC.""ADMITYEAR"" < ""2179"" AND DIAGNOSES.""ICD9_CODE"" = ""5695""",medical
6253,6254,6254,count the number of patients who were admitted to hospital before the year 2119 and have diagnoses icd9 code 70714.,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DEMOGRAPHIC.""ADMITYEAR"" < ""2119"" AND DIAGNOSES.""ICD9_CODE"" = ""70714""",medical
6254,6255,6255,provide the number of patients who were admitted before the year 2195 had 78659 as the diagnosis icd9 code.,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DEMOGRAPHIC.""ADMITYEAR"" < ""2195"" AND DIAGNOSES.""ICD9_CODE"" = ""78659""",medical
6255,6256,6256,how many patients are admitted before the year 2162 and diagnosis with icd9 code v1009?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DEMOGRAPHIC.""ADMITYEAR"" < ""2162"" AND DIAGNOSES.""ICD9_CODE"" = ""V1009""",medical
6256,6257,6257,provide the list of patients admitted before the year 2146 with a diagnosis icd9 code of 3004.,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DEMOGRAPHIC.""ADMITYEAR"" < ""2146"" AND DIAGNOSES.""ICD9_CODE"" = ""3004""",medical
6257,6258,6258,provide me the number of patients admitted before the year 2144 who had diagnosis icd9 code 28802.,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DEMOGRAPHIC.""ADMITYEAR"" < ""2144"" AND DIAGNOSES.""ICD9_CODE"" = ""28802""",medical
6258,6259,6259,how many of the patients admitted in the year less than 2129 had icd9 code 5718,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DEMOGRAPHIC.""ADMITYEAR"" < ""2129"" AND DIAGNOSES.""ICD9_CODE"" = ""5718""",medical
6259,6260,6260,how many patients were admitted before the year 2179 with 99591 as the diagnosis icd9 code?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DEMOGRAPHIC.""ADMITYEAR"" < ""2179"" AND DIAGNOSES.""ICD9_CODE"" = ""99591""",medical
6260,6261,6261,what is the number of patients admitted before 2137 who have diagnoses icd9 code v489?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DEMOGRAPHIC.""ADMITYEAR"" < ""2137"" AND DIAGNOSES.""ICD9_CODE"" = ""V489""",medical
6261,6262,6262,how many patients admitted before the year 2124 have diagnoses icd9 code 042?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DEMOGRAPHIC.""ADMITYEAR"" < ""2124"" AND DIAGNOSES.""ICD9_CODE"" = ""042""",medical
6262,6263,6263,provide the number of patients with diagnoses icd9 code v1009 who were admitted before the year 2135.,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DEMOGRAPHIC.""ADMITYEAR"" < ""2135"" AND DIAGNOSES.""ICD9_CODE"" = ""V1009""",medical
