,question,sql,source
7318,Count the number of templates of the type CV.,"SELECT COUNT(*) FROM TEMPLATES WHERE TEMPLATE_TYPE_CODE = ""CV""",test_spider
7319,What is the version number and template type code for the template with version number later than 5?,"SELECT VERSION_NUMBER , TEMPLATE_TYPE_CODE FROM TEMPLATES WHERE VERSION_NUMBER > 5",test_spider
7320,Return the version numbers and template type codes of templates with a version number greater than 5.,"SELECT VERSION_NUMBER , TEMPLATE_TYPE_CODE FROM TEMPLATES WHERE VERSION_NUMBER > 5",test_spider
7321,Show all template type codes and number of templates for each.,"SELECT TEMPLATE_TYPE_CODE , COUNT(*) FROM TEMPLATES GROUP BY TEMPLATE_TYPE_CODE",test_spider
7322,"What are the different template type codes, and how many templates correspond to each?","SELECT TEMPLATE_TYPE_CODE , COUNT(*) FROM TEMPLATES GROUP BY TEMPLATE_TYPE_CODE",test_spider
7323,Which template type code has most number of templates?,SELECT TEMPLATE_TYPE_CODE FROM TEMPLATES GROUP BY TEMPLATE_TYPE_CODE ORDER BY COUNT(*) DESC LIMIT 1,test_spider
7324,Return the type code of the template type that the most templates belong to.,SELECT TEMPLATE_TYPE_CODE FROM TEMPLATES GROUP BY TEMPLATE_TYPE_CODE ORDER BY COUNT(*) DESC LIMIT 1,test_spider
7325,Show all template type codes with less than three templates.,SELECT TEMPLATE_TYPE_CODE FROM TEMPLATES GROUP BY TEMPLATE_TYPE_CODE HAVING COUNT(*) < 3,test_spider
7326,What are the codes of template types that have fewer than 3 templates?,SELECT TEMPLATE_TYPE_CODE FROM TEMPLATES GROUP BY TEMPLATE_TYPE_CODE HAVING COUNT(*) < 3,test_spider
7327,What the smallest version number and its template type code?,"SELECT MIN(VERSION_NUMBER) , TEMPLATE_TYPE_CODE FROM TEMPLATES",test_spider
7328,"Return the lowest version number, along with its corresponding template type code.","SELECT MIN(VERSION_NUMBER) , TEMPLATE_TYPE_CODE FROM TEMPLATES",test_spider
7329,"What is the template type code of the template used by document with the name ""Data base""?","SELECT TEMPLATES.TEMPLATE_TYPE_CODE FROM TEMPLATES JOIN DOCUMENTS ON TEMPLATES.TEMPLATE_ID = DOCUMENTS.TEMPLATE_ID WHERE DOCUMENTS.DOCUMENT_NAME = ""DATA BASE""",test_spider
7330,Return the template type code of the template that is used by a document named Data base.,"SELECT TEMPLATES.TEMPLATE_TYPE_CODE FROM TEMPLATES JOIN DOCUMENTS ON TEMPLATES.TEMPLATE_ID = DOCUMENTS.TEMPLATE_ID WHERE DOCUMENTS.DOCUMENT_NAME = ""DATA BASE""",test_spider
7331,Show all document names using templates with template type code BK.,"SELECT DOCUMENTS.DOCUMENT_NAME FROM TEMPLATES JOIN DOCUMENTS ON TEMPLATES.TEMPLATE_ID = DOCUMENTS.TEMPLATE_ID WHERE TEMPLATES.TEMPLATE_TYPE_CODE = ""BK""",test_spider
7332,What are the names of documents that use templates with the code BK?,"SELECT DOCUMENTS.DOCUMENT_NAME FROM TEMPLATES JOIN DOCUMENTS ON TEMPLATES.TEMPLATE_ID = DOCUMENTS.TEMPLATE_ID WHERE TEMPLATES.TEMPLATE_TYPE_CODE = ""BK""",test_spider
7333,Show all template type codes and the number of documents using each type.,"SELECT TEMPLATES.TEMPLATE_TYPE_CODE , COUNT(*) FROM TEMPLATES JOIN DOCUMENTS ON TEMPLATES.TEMPLATE_ID = DOCUMENTS.TEMPLATE_ID GROUP BY TEMPLATES.TEMPLATE_TYPE_CODE",test_spider
7334,"What are the different template type codes, and how many documents use each type?","SELECT TEMPLATES.TEMPLATE_TYPE_CODE , COUNT(*) FROM TEMPLATES JOIN DOCUMENTS ON TEMPLATES.TEMPLATE_ID = DOCUMENTS.TEMPLATE_ID GROUP BY TEMPLATES.TEMPLATE_TYPE_CODE",test_spider
7335,Which template type code is used by most number of documents?,SELECT TEMPLATES.TEMPLATE_TYPE_CODE FROM TEMPLATES JOIN DOCUMENTS ON TEMPLATES.TEMPLATE_ID = DOCUMENTS.TEMPLATE_ID GROUP BY TEMPLATES.TEMPLATE_TYPE_CODE ORDER BY COUNT(*) DESC LIMIT 1,test_spider
7336,Return the code of the template type that is most commonly used in documents.,SELECT TEMPLATES.TEMPLATE_TYPE_CODE FROM TEMPLATES JOIN DOCUMENTS ON TEMPLATES.TEMPLATE_ID = DOCUMENTS.TEMPLATE_ID GROUP BY TEMPLATES.TEMPLATE_TYPE_CODE ORDER BY COUNT(*) DESC LIMIT 1,test_spider
7337,Show all template type codes that are not used by any document.,SELECT TEMPLATE_TYPE_CODE FROM TEMPLATES EXCEPT SELECT TEMPLATE_TYPE_CODE FROM TEMPLATES JOIN DOCUMENTS ON TEMPLATES.TEMPLATE_ID = DOCUMENTS.TEMPLATE_ID,test_spider
7338,What are the codes of template types that are not used for any document?,SELECT TEMPLATE_TYPE_CODE FROM TEMPLATES EXCEPT SELECT TEMPLATE_TYPE_CODE FROM TEMPLATES JOIN DOCUMENTS ON TEMPLATES.TEMPLATE_ID = DOCUMENTS.TEMPLATE_ID,test_spider
7339,Show all template type codes and descriptions.,"SELECT TEMPLATE_TYPE_CODE , TEMPLATE_TYPE_DESCRIPTION FROM REF_TEMPLATE_TYPES",test_spider
7340,What are the type codes and descriptions for all template types?,"SELECT TEMPLATE_TYPE_CODE , TEMPLATE_TYPE_DESCRIPTION FROM REF_TEMPLATE_TYPES",test_spider
7341,"What is the template type descriptions for template type code ""AD"".","SELECT TEMPLATE_TYPE_DESCRIPTION FROM REF_TEMPLATE_TYPES WHERE TEMPLATE_TYPE_CODE = ""AD""",test_spider
7342,Return the template type description of the template type with the code AD.,"SELECT TEMPLATE_TYPE_DESCRIPTION FROM REF_TEMPLATE_TYPES WHERE TEMPLATE_TYPE_CODE = ""AD""",test_spider
7343,"What is the template type code for template type description ""Book"".","SELECT TEMPLATE_TYPE_CODE FROM REF_TEMPLATE_TYPES WHERE TEMPLATE_TYPE_DESCRIPTION = ""BOOK""",test_spider
7344,"Return the type code of the template type with the description ""Book"".","SELECT TEMPLATE_TYPE_CODE FROM REF_TEMPLATE_TYPES WHERE TEMPLATE_TYPE_DESCRIPTION = ""BOOK""",test_spider
7345,What are the distinct template type descriptions for the templates ever used by any document?,SELECT DISTINCT REF_TEMPLATE_TYPES.TEMPLATE_TYPE_DESCRIPTION FROM REF_TEMPLATE_TYPES JOIN TEMPLATES ON REF_TEMPLATE_TYPES.TEMPLATE_TYPE_CODE = TEMPLATES.TEMPLATE_TYPE_CODE JOIN DOCUMENTS ON TEMPLATES.TEMPLATE_ID = DOCUMENTS.TEMPLATE_ID,test_spider
7346,Return the different descriptions for templates that have been used in a document.,SELECT DISTINCT REF_TEMPLATE_TYPES.TEMPLATE_TYPE_DESCRIPTION FROM REF_TEMPLATE_TYPES JOIN TEMPLATES ON REF_TEMPLATE_TYPES.TEMPLATE_TYPE_CODE = TEMPLATES.TEMPLATE_TYPE_CODE JOIN DOCUMENTS ON TEMPLATES.TEMPLATE_ID = DOCUMENTS.TEMPLATE_ID,test_spider
7347,"What are the template ids with template type description ""Presentation"".","SELECT TEMPLATES.TEMPLATE_ID FROM REF_TEMPLATE_TYPES JOIN TEMPLATES ON REF_TEMPLATE_TYPES.TEMPLATE_TYPE_CODE = TEMPLATES.TEMPLATE_TYPE_CODE WHERE REF_TEMPLATE_TYPES.TEMPLATE_TYPE_DESCRIPTION = ""PRESENTATION""",test_spider
7348,Return the ids corresponding to templates with the description 'Presentation'.,"SELECT TEMPLATES.TEMPLATE_ID FROM REF_TEMPLATE_TYPES JOIN TEMPLATES ON REF_TEMPLATE_TYPES.TEMPLATE_TYPE_CODE = TEMPLATES.TEMPLATE_TYPE_CODE WHERE REF_TEMPLATE_TYPES.TEMPLATE_TYPE_DESCRIPTION = ""PRESENTATION""",test_spider
7349,How many paragraphs in total?,SELECT COUNT(*) FROM PARAGRAPHS,test_spider
7350,Count the number of paragraphs.,SELECT COUNT(*) FROM PARAGRAPHS,test_spider
7351,How many paragraphs for the document with name 'Summer Show'?,SELECT COUNT(*) FROM PARAGRAPHS JOIN DOCUMENTS ON PARAGRAPHS.DOCUMENT_ID = DOCUMENTS.DOCUMENT_ID WHERE DOCUMENTS.DOCUMENT_NAME = 'SUMMER SHOW',test_spider
7352,Count the number of paragraphs in the document named 'Summer Show'.,SELECT COUNT(*) FROM PARAGRAPHS JOIN DOCUMENTS ON PARAGRAPHS.DOCUMENT_ID = DOCUMENTS.DOCUMENT_ID WHERE DOCUMENTS.DOCUMENT_NAME = 'SUMMER SHOW',test_spider
7353,Show paragraph details for paragraph with text 'Korea ' .,SELECT OTHER_DETAILS FROM PARAGRAPHS WHERE PARAGRAPH_TEXT LIKE 'KOREA',test_spider
7354,What are the details for the paragraph that includes the text 'Korea ' ?,SELECT OTHER_DETAILS FROM PARAGRAPHS WHERE PARAGRAPH_TEXT LIKE 'KOREA',test_spider
7355,Show all paragraph ids and texts for the document with name 'Welcome to NY'.,"SELECT PARAGRAPHS.PARAGRAPH_ID , PARAGRAPHS.PARAGRAPH_TEXT FROM PARAGRAPHS JOIN DOCUMENTS ON PARAGRAPHS.DOCUMENT_ID = DOCUMENTS.DOCUMENT_ID WHERE DOCUMENTS.DOCUMENT_NAME = 'WELCOME TO NY'",test_spider
7356,What are the ids and texts of paragraphs in the document titled 'Welcome to NY'?,"SELECT PARAGRAPHS.PARAGRAPH_ID , PARAGRAPHS.PARAGRAPH_TEXT FROM PARAGRAPHS JOIN DOCUMENTS ON PARAGRAPHS.DOCUMENT_ID = DOCUMENTS.DOCUMENT_ID WHERE DOCUMENTS.DOCUMENT_NAME = 'WELCOME TO NY'",test_spider
7357,"Show all paragraph texts for the document ""Customer reviews"".","SELECT PARAGRAPHS.PARAGRAPH_TEXT FROM PARAGRAPHS JOIN DOCUMENTS ON PARAGRAPHS.DOCUMENT_ID = DOCUMENTS.DOCUMENT_ID WHERE DOCUMENTS.DOCUMENT_NAME = ""CUSTOMER REVIEWS""",test_spider
7358,What are the paragraph texts for the document with the name 'Customer reviews'?,"SELECT PARAGRAPHS.PARAGRAPH_TEXT FROM PARAGRAPHS JOIN DOCUMENTS ON PARAGRAPHS.DOCUMENT_ID = DOCUMENTS.DOCUMENT_ID WHERE DOCUMENTS.DOCUMENT_NAME = ""CUSTOMER REVIEWS""",test_spider
7359,Show all document ids and the number of paragraphs in each document. Order by document id.,"SELECT DOCUMENT_ID , COUNT(*) FROM PARAGRAPHS GROUP BY DOCUMENT_ID ORDER BY DOCUMENT_ID",test_spider
7360,"Return the different document ids along with the number of paragraphs corresponding to each, ordered by id.","SELECT DOCUMENT_ID , COUNT(*) FROM PARAGRAPHS GROUP BY DOCUMENT_ID ORDER BY DOCUMENT_ID",test_spider
7361,"Show all document ids, names and the number of paragraphs in each document.","SELECT PARAGRAPHS.DOCUMENT_ID , DOCUMENTS.DOCUMENT_NAME , COUNT(*) FROM PARAGRAPHS JOIN DOCUMENTS ON PARAGRAPHS.DOCUMENT_ID = DOCUMENTS.DOCUMENT_ID GROUP BY PARAGRAPHS.DOCUMENT_ID",test_spider
7362,"What are the ids and names of each document, as well as the number of paragraphs in each?","SELECT PARAGRAPHS.DOCUMENT_ID , DOCUMENTS.DOCUMENT_NAME , COUNT(*) FROM PARAGRAPHS JOIN DOCUMENTS ON PARAGRAPHS.DOCUMENT_ID = DOCUMENTS.DOCUMENT_ID GROUP BY PARAGRAPHS.DOCUMENT_ID",test_spider
7363,List all document ids with at least two paragraphs.,SELECT DOCUMENT_ID FROM PARAGRAPHS GROUP BY DOCUMENT_ID HAVING COUNT(*) >= 2,test_spider
7364,What are the ids of documents that have 2 or more paragraphs?,SELECT DOCUMENT_ID FROM PARAGRAPHS GROUP BY DOCUMENT_ID HAVING COUNT(*) >= 2,test_spider
7365,What is the document id and name with greatest number of paragraphs?,"SELECT PARAGRAPHS.DOCUMENT_ID , DOCUMENTS.DOCUMENT_NAME FROM PARAGRAPHS JOIN DOCUMENTS ON PARAGRAPHS.DOCUMENT_ID = DOCUMENTS.DOCUMENT_ID GROUP BY PARAGRAPHS.DOCUMENT_ID ORDER BY COUNT(*) DESC LIMIT 1",test_spider
7366,Return the id and name of the document with the most paragraphs.,"SELECT PARAGRAPHS.DOCUMENT_ID , DOCUMENTS.DOCUMENT_NAME FROM PARAGRAPHS JOIN DOCUMENTS ON PARAGRAPHS.DOCUMENT_ID = DOCUMENTS.DOCUMENT_ID GROUP BY PARAGRAPHS.DOCUMENT_ID ORDER BY COUNT(*) DESC LIMIT 1",test_spider
7367,What is the document id with least number of paragraphs?,SELECT DOCUMENT_ID FROM PARAGRAPHS GROUP BY DOCUMENT_ID ORDER BY COUNT(*) ASC LIMIT 1,test_spider
7368,Return the id of the document with the fewest paragraphs.,SELECT DOCUMENT_ID FROM PARAGRAPHS GROUP BY DOCUMENT_ID ORDER BY COUNT(*) ASC LIMIT 1,test_spider
7369,What is the document id with 1 to 2 paragraphs?,SELECT DOCUMENT_ID FROM PARAGRAPHS GROUP BY DOCUMENT_ID HAVING COUNT(*) BETWEEN 1 AND 2,test_spider
7370,Give the ids of documents that have between one and two paragraphs.,SELECT DOCUMENT_ID FROM PARAGRAPHS GROUP BY DOCUMENT_ID HAVING COUNT(*) BETWEEN 1 AND 2,test_spider
7371,Show the document id with paragraph text 'Brazil' and 'Ireland'.,SELECT DOCUMENT_ID FROM PARAGRAPHS WHERE PARAGRAPH_TEXT = 'BRAZIL' INTERSECT SELECT DOCUMENT_ID FROM PARAGRAPHS WHERE PARAGRAPH_TEXT = 'IRELAND',test_spider
7372,What are the ids of documents that contain the paragraph text 'Brazil' and 'Ireland'?,SELECT DOCUMENT_ID FROM PARAGRAPHS WHERE PARAGRAPH_TEXT = 'BRAZIL' INTERSECT SELECT DOCUMENT_ID FROM PARAGRAPHS WHERE PARAGRAPH_TEXT = 'IRELAND',test_spider
7373,How many teachers are there?,SELECT COUNT(*) FROM TEACHER,test_spider
7374,What is the total count of teachers?,SELECT COUNT(*) FROM TEACHER,test_spider
7375,List the names of teachers in ascending order of age.,SELECT NAME FROM TEACHER ORDER BY AGE ASC,test_spider
7376,What are the names of the teachers ordered by ascending age?,SELECT NAME FROM TEACHER ORDER BY AGE ASC,test_spider
7377,What are the age and hometown of teachers?,"SELECT AGE , HOMETOWN FROM TEACHER",test_spider
7378,What is the age and hometown of every teacher?,"SELECT AGE , HOMETOWN FROM TEACHER",test_spider
7379,List the name of teachers whose hometown is not `` Little Lever Urban District '' .,"SELECT NAME FROM TEACHER WHERE HOMETOWN != ""LITTLE LEVER URBAN DISTRICT""",test_spider
7380,What are the names of the teachers whose hometown is not `` Little Lever Urban District '' ?,"SELECT NAME FROM TEACHER WHERE HOMETOWN != ""LITTLE LEVER URBAN DISTRICT""",test_spider
7381,Show the name of teachers aged either 32 or 33?,SELECT NAME FROM TEACHER WHERE AGE = 32 OR AGE = 33,test_spider
7382,What are the names of the teachers who are aged either 32 or 33?,SELECT NAME FROM TEACHER WHERE AGE = 32 OR AGE = 33,test_spider
7383,What is the hometown of the youngest teacher?,SELECT HOMETOWN FROM TEACHER ORDER BY AGE ASC LIMIT 1,test_spider
7384,Where is the youngest teacher from?,SELECT HOMETOWN FROM TEACHER ORDER BY AGE ASC LIMIT 1,test_spider
7385,Show different hometown of teachers and the number of teachers from each hometown.,"SELECT HOMETOWN , COUNT(*) FROM TEACHER GROUP BY HOMETOWN",test_spider
7386,"For each hometown, how many teachers are there?","SELECT HOMETOWN , COUNT(*) FROM TEACHER GROUP BY HOMETOWN",test_spider
7387,List the most common hometown of teachers.,SELECT HOMETOWN FROM TEACHER GROUP BY HOMETOWN ORDER BY COUNT(*) DESC LIMIT 1,test_spider
7388,What is the most commmon hometowns for teachers?,SELECT HOMETOWN FROM TEACHER GROUP BY HOMETOWN ORDER BY COUNT(*) DESC LIMIT 1,test_spider
7389,Show the hometowns shared by at least two teachers.,SELECT HOMETOWN FROM TEACHER GROUP BY HOMETOWN HAVING COUNT(*) >= 2,test_spider
7390,What are the towns from which at least two teachers come from?,SELECT HOMETOWN FROM TEACHER GROUP BY HOMETOWN HAVING COUNT(*) >= 2,test_spider
7391,Show names of teachers and the courses they are arranged to teach.,"SELECT TEACHER.NAME , COURSE.COURSE FROM COURSE_ARRANGE JOIN COURSE ON COURSE_ARRANGE.COURSE_ID = COURSE.COURSE_ID JOIN TEACHER ON COURSE_ARRANGE.TEACHER_ID = TEACHER.TEACHER_ID",test_spider
7392,What is the name of each teacher and what course they teach?,"SELECT TEACHER.NAME , COURSE.COURSE FROM COURSE_ARRANGE JOIN COURSE ON COURSE_ARRANGE.COURSE_ID = COURSE.COURSE_ID JOIN TEACHER ON COURSE_ARRANGE.TEACHER_ID = TEACHER.TEACHER_ID",test_spider
7393,Show names of teachers and the courses they are arranged to teach in ascending alphabetical order of the teacher's name.,"SELECT TEACHER.NAME , COURSE.COURSE FROM COURSE_ARRANGE JOIN COURSE ON COURSE_ARRANGE.COURSE_ID = COURSE.COURSE_ID JOIN TEACHER ON COURSE_ARRANGE.TEACHER_ID = TEACHER.TEACHER_ID ORDER BY TEACHER.NAME",test_spider
7394,What are the names of the teachers and the courses they teach in ascending alphabetical order by the name of the teacher?,"SELECT TEACHER.NAME , COURSE.COURSE FROM COURSE_ARRANGE JOIN COURSE ON COURSE_ARRANGE.COURSE_ID = COURSE.COURSE_ID JOIN TEACHER ON COURSE_ARRANGE.TEACHER_ID = TEACHER.TEACHER_ID ORDER BY TEACHER.NAME",test_spider
7395,Show the name of the teacher for the math course.,"SELECT TEACHER.NAME FROM COURSE_ARRANGE JOIN COURSE ON COURSE_ARRANGE.COURSE_ID = COURSE.COURSE_ID JOIN TEACHER ON COURSE_ARRANGE.TEACHER_ID = TEACHER.TEACHER_ID WHERE COURSE.COURSE = ""MATH""",test_spider
7396,What are the names of the people who teach math courses?,"SELECT TEACHER.NAME FROM COURSE_ARRANGE JOIN COURSE ON COURSE_ARRANGE.COURSE_ID = COURSE.COURSE_ID JOIN TEACHER ON COURSE_ARRANGE.TEACHER_ID = TEACHER.TEACHER_ID WHERE COURSE.COURSE = ""MATH""",test_spider
7397,Show names of teachers and the number of courses they teach.,"SELECT TEACHER.NAME , COUNT(*) FROM COURSE_ARRANGE JOIN TEACHER ON COURSE_ARRANGE.TEACHER_ID = TEACHER.TEACHER_ID GROUP BY TEACHER.NAME",test_spider
7398,What are the names of the teachers and how many courses do they teach?,"SELECT TEACHER.NAME , COUNT(*) FROM COURSE_ARRANGE JOIN TEACHER ON COURSE_ARRANGE.TEACHER_ID = TEACHER.TEACHER_ID GROUP BY TEACHER.NAME",test_spider
7399,Show names of teachers that teach at least two courses.,SELECT TEACHER.NAME FROM COURSE_ARRANGE JOIN TEACHER ON COURSE_ARRANGE.TEACHER_ID = TEACHER.TEACHER_ID GROUP BY TEACHER.NAME HAVING COUNT(*) >= 2,test_spider
7400,What are the names of the teachers who teach at least two courses?,SELECT TEACHER.NAME FROM COURSE_ARRANGE JOIN TEACHER ON COURSE_ARRANGE.TEACHER_ID = TEACHER.TEACHER_ID GROUP BY TEACHER.NAME HAVING COUNT(*) >= 2,test_spider
7401,List the names of teachers who have not been arranged to teach courses.,SELECT NAME FROM TEACHER WHERE TEACHER_ID NOT IN (SELECT TEACHER_ID FROM COURSE_ARRANGE),test_spider
7402,What are the names of the teachers whose courses have not been arranged?,SELECT NAME FROM TEACHER WHERE TEACHER_ID NOT IN (SELECT TEACHER_ID FROM COURSE_ARRANGE),test_spider
7403,How many visitors below age 30 are there?,SELECT COUNT(*) FROM VISITOR WHERE AGE < 30,test_spider
7404,"Find the names of the visitors whose membership level is higher than 4, and order the results by the level from high to low.",SELECT NAME FROM VISITOR WHERE LEVEL_OF_MEMBERSHIP > 4 ORDER BY LEVEL_OF_MEMBERSHIP DESC,test_spider
7405,What is the average age of the visitors whose membership level is not higher than 4?,SELECT AVG(AGE) FROM VISITOR WHERE LEVEL_OF_MEMBERSHIP <= 4,test_spider
7406,"Find the name and membership level of the visitors whose membership level is higher than 4, and sort by their age from old to young.","SELECT NAME , LEVEL_OF_MEMBERSHIP FROM VISITOR WHERE LEVEL_OF_MEMBERSHIP > 4 ORDER BY AGE DESC",test_spider
7407,Find the id and name of the museum that has the most staff members?,"SELECT MUSEUM_ID , NAME FROM MUSEUM ORDER BY NUM_OF_STAFF DESC LIMIT 1",test_spider
7408,Find the average number of staff working for the museums that were open before 2009.,SELECT AVG(NUM_OF_STAFF) FROM MUSEUM WHERE OPEN_YEAR < 2009,test_spider
7409,What are the opening year and staff number of the museum named Plaza Museum?,"SELECT NUM_OF_STAFF , OPEN_YEAR FROM MUSEUM WHERE NAME = 'PLAZA MUSEUM'",test_spider
7410,find the names of museums which have more staff than the minimum staff number of all museums opened after 2010.,SELECT NAME FROM MUSEUM WHERE NUM_OF_STAFF > (SELECT MIN(NUM_OF_STAFF) FROM MUSEUM WHERE OPEN_YEAR > 2010),test_spider
7411,"find the id, name and age for visitors who visited some museums more than once.","SELECT VISITOR.ID , VISITOR.NAME , VISITOR.AGE FROM VISITOR JOIN VISIT ON VISITOR.ID = VISIT.VISITOR_ID GROUP BY VISITOR.ID HAVING COUNT(*) > 1",test_spider
7412,"What are the id, name and membership level of visitors who have spent the largest amount of money in total in all museum tickets?","SELECT VISIT.VISITOR_ID , VISITOR.NAME , VISITOR.LEVEL_OF_MEMBERSHIP FROM VISITOR JOIN VISIT ON VISITOR.ID = VISIT.VISITOR_ID GROUP BY VISIT.VISITOR_ID ORDER BY SUM(VISIT.TOTAL_SPENT) DESC LIMIT 1",test_spider
7413,What are the id and name of the museum visited most times?,"SELECT VISIT.MUSEUM_ID , MUSEUM.NAME FROM MUSEUM JOIN VISIT ON MUSEUM.MUSEUM_ID = VISIT.MUSEUM_ID GROUP BY VISIT.MUSEUM_ID ORDER BY COUNT(*) DESC LIMIT 1",test_spider
7414,What is the name of the museum that had no visitor yet?,SELECT NAME FROM MUSEUM WHERE MUSEUM_ID NOT IN (SELECT MUSEUM_ID FROM VISIT),test_spider
7415,Find the name and age of the visitor who bought the most tickets at once.,"SELECT VISITOR.NAME , VISITOR.AGE FROM VISITOR JOIN VISIT ON VISITOR.ID = VISIT.VISITOR_ID ORDER BY VISIT.NUM_OF_TICKET DESC LIMIT 1",test_spider
7416,What are the average and maximum number of tickets bought in all visits?,"SELECT AVG(NUM_OF_TICKET) , MAX(NUM_OF_TICKET) FROM VISIT",test_spider
7417,What is the total ticket expense of the visitors whose membership level is 1?,SELECT SUM(VISIT.TOTAL_SPENT) FROM VISITOR JOIN VISIT ON VISITOR.ID = VISIT.VISITOR_ID WHERE VISITOR.LEVEL_OF_MEMBERSHIP = 1,test_spider
7418,What is the name of the visitor who visited both a museum opened before 2009 and a museum opened after 2011?,SELECT VISITOR.NAME FROM VISITOR JOIN VISIT ON VISITOR.ID = VISIT.VISITOR_ID JOIN MUSEUM ON MUSEUM.MUSEUM_ID = VISIT.MUSEUM_ID WHERE MUSEUM.OPEN_YEAR < 2009 INTERSECT SELECT VISITOR.NAME FROM VISITOR JOIN VISIT ON VISITOR.ID = VISIT.VISITOR_ID JOIN MUSEUM ON MUSEUM.MUSEUM_ID = VISIT.MUSEUM_ID WHERE MUSEUM.OPEN_YEAR > 2011,test_spider
7419,Find the number of visitors who did not visit any museum opened after 2010.,SELECT COUNT(*) FROM VISITOR WHERE ID NOT IN (SELECT VISIT.VISITOR_ID FROM MUSEUM JOIN VISIT ON MUSEUM.MUSEUM_ID = VISIT.MUSEUM_ID WHERE MUSEUM.OPEN_YEAR > 2010),test_spider
7420,How many museums were opened after 2013 or before 2008?,SELECT COUNT(*) FROM MUSEUM WHERE OPEN_YEAR > 2013 OR OPEN_YEAR < 2008,test_spider
7421,Find the total number of players.,SELECT COUNT(*) FROM PLAYERS,test_spider
7422,How many players are there?,SELECT COUNT(*) FROM PLAYERS,test_spider
7423,Find the total number of matches.,SELECT COUNT(*) FROM MATCHES,test_spider
7424,Count the number of matches.,SELECT COUNT(*) FROM MATCHES,test_spider
7425,List the first name and birth date of all players from the country with code USA.,"SELECT FIRST_NAME , BIRTH_DATE FROM PLAYERS WHERE COUNTRY_CODE = 'USA'",test_spider
7426,What are the first names and birth dates of players from the USA?,"SELECT FIRST_NAME , BIRTH_DATE FROM PLAYERS WHERE COUNTRY_CODE = 'USA'",test_spider
7427,Find the average age of losers and winners of all matches.,"SELECT AVG(LOSER_AGE) , AVG(WINNER_AGE) FROM MATCHES",test_spider
7428,What are the average ages of losers and winners across matches?,"SELECT AVG(LOSER_AGE) , AVG(WINNER_AGE) FROM MATCHES",test_spider
7429,Find the average rank of winners in all matches.,SELECT AVG(WINNER_RANK) FROM MATCHES,test_spider
7430,What is the average rank for winners in all matches?,SELECT AVG(WINNER_RANK) FROM MATCHES,test_spider
7431,Find the highest rank of losers in all matches.,SELECT MIN(LOSER_RANK) FROM MATCHES,test_spider
7432,What is the best rank of losers across all matches?,SELECT MIN(LOSER_RANK) FROM MATCHES,test_spider
7433,find the number of distinct country codes of all players.,SELECT COUNT(DISTINCT COUNTRY_CODE) FROM PLAYERS,test_spider
7434,How many distinct countries do players come from?,SELECT COUNT(DISTINCT COUNTRY_CODE) FROM PLAYERS,test_spider
7435,Find the number of distinct name of losers.,SELECT COUNT(DISTINCT LOSER_NAME) FROM MATCHES,test_spider
7436,How many different loser names are there?,SELECT COUNT(DISTINCT LOSER_NAME) FROM MATCHES,test_spider
7437,Find the name of tourney that has more than 10 matches.,SELECT TOURNEY_NAME FROM MATCHES GROUP BY TOURNEY_NAME HAVING COUNT(*) > 10,test_spider
7438,What are the names of tournaments that have more than 10 matches?,SELECT TOURNEY_NAME FROM MATCHES GROUP BY TOURNEY_NAME HAVING COUNT(*) > 10,test_spider
7439,List the names of all winners who played in both 2013 and 2016.,SELECT WINNER_NAME FROM MATCHES WHERE YEAR = 2013 INTERSECT SELECT WINNER_NAME FROM MATCHES WHERE YEAR = 2016,test_spider
7440,What are the names of players who won in both 2013 and 2016?,SELECT WINNER_NAME FROM MATCHES WHERE YEAR = 2013 INTERSECT SELECT WINNER_NAME FROM MATCHES WHERE YEAR = 2016,test_spider
7441,List the number of all matches who played in years of 2013 or 2016.,SELECT COUNT(*) FROM MATCHES WHERE YEAR = 2013 OR YEAR = 2016,test_spider
7442,How many matches were played in 2013 or 2016?,SELECT COUNT(*) FROM MATCHES WHERE YEAR = 2013 OR YEAR = 2016,test_spider
7443,What are the country code and first name of the players who won in both tourney WTA Championships and Australian Open?,"SELECT PLAYERS.COUNTRY_CODE , PLAYERS.FIRST_NAME FROM PLAYERS JOIN MATCHES ON PLAYERS.PLAYER_ID = MATCHES.WINNER_ID WHERE MATCHES.TOURNEY_NAME = 'WTA CHAMPIONSHIPS' INTERSECT SELECT PLAYERS.COUNTRY_CODE , PLAYERS.FIRST_NAME FROM PLAYERS JOIN MATCHES ON PLAYERS.PLAYER_ID = MATCHES.WINNER_ID WHERE MATCHES.TOURNEY_NAME = 'AUSTRALIAN OPEN'",test_spider
7444,What are the first names and country codes for players who won both the WTA Championships and the Australian Open?,"SELECT PLAYERS.COUNTRY_CODE , PLAYERS.FIRST_NAME FROM PLAYERS JOIN MATCHES ON PLAYERS.PLAYER_ID = MATCHES.WINNER_ID WHERE MATCHES.TOURNEY_NAME = 'WTA CHAMPIONSHIPS' INTERSECT SELECT PLAYERS.COUNTRY_CODE , PLAYERS.FIRST_NAME FROM PLAYERS JOIN MATCHES ON PLAYERS.PLAYER_ID = MATCHES.WINNER_ID WHERE MATCHES.TOURNEY_NAME = 'AUSTRALIAN OPEN'",test_spider
7445,Find the first name and country code of the oldest player.,"SELECT FIRST_NAME , COUNTRY_CODE FROM PLAYERS ORDER BY BIRTH_DATE LIMIT 1",test_spider
